Date,Open,High,Low,Close,Adj Close,Volume
2021-07-07,523.200012,530.599976,523.200012,529.599976,529.599976,6546286
2021-07-08,530.000000,532.799988,523.549988,525.299988,525.299988,5301428
2021-07-09,525.500000,537.500000,523.000000,536.250000,536.250000,7169047
2021-07-12,538.950012,538.950012,528.650024,529.650024,529.650024,8768168
2021-07-13,533.549988,535.500000,528.200012,530.049988,530.049988,7988044
2021-07-14,529.000000,531.400024,526.650024,530.049988,530.049988,6543996
2021-07-15,532.500000,532.500000,525.000000,525.450012,525.450012,6759881
2021-07-16,527.000000,543.400024,525.950012,541.150024,541.150024,11043791
2021-07-19,539.000000,544.700012,529.299988,538.450012,538.450012,8962285
2021-07-20,536.450012,536.799988,523.000000,525.750000,525.750000,7505544
2021-07-22,531.099976,548.000000,523.650024,546.700012,546.700012,19847956
2021-07-23,547.700012,560.650024,532.750000,548.299988,548.299988,32588978
2021-07-26,545.000000,553.849976,542.099976,544.049988,544.049988,5118493
2021-07-27,545.799988,545.799988,536.150024,540.549988,540.549988,5727485
2021-07-28,539.500000,570.700012,537.849976,567.900024,567.900024,31932505
2021-07-29,574.099976,576.700012,565.000000,567.150024,567.150024,15552340
2021-07-30,565.900024,568.500000,557.799988,561.650024,561.650024,9938812
2021-08-02,566.000000,569.950012,560.000000,565.150024,565.150024,6254864
2021-08-03,568.000000,582.000000,562.099976,580.200012,580.200012,21280806
2021-08-04,575.000000,586.900024,570.299988,574.400024,574.400024,21414510
2021-08-05,577.500000,619.000000,577.500000,598.700012,598.700012,71088770
2021-08-06,594.500000,616.950012,588.500000,607.900024,607.900024,28520160
2021-08-09,610.000000,612.700012,597.549988,599.250000,599.250000,9892910
2021-08-10,602.200012,628.000000,598.400024,622.200012,622.200012,33878294
2021-08-11,622.200012,629.250000,613.700012,620.849976,620.849976,18386089
2021-08-12,623.000000,628.950012,617.000000,623.150024,623.150024,8274954
2021-08-13,623.150024,638.799988,618.099976,637.049988,637.049988,20690579
2021-08-16,638.750000,644.000000,632.000000,634.049988,634.049988,10312706
2021-08-17,634.049988,638.000000,623.000000,626.349976,626.349976,11102775
2021-08-18,625.900024,634.000000,620.849976,622.950012,622.950012,7005347
2021-08-20,619.500000,633.000000,607.000000,613.700012,613.700012,12534832
2021-08-23,618.400024,630.500000,607.599976,622.650024,622.650024,12554898
2021-08-24,627.950012,627.950012,617.049988,620.099976,620.099976,5776595
2021-08-25,622.349976,622.349976,611.000000,612.450012,612.450012,7977884
2021-08-26,610.000000,611.500000,584.299988,586.900024,586.900024,25831904
2021-08-27,588.799988,605.400024,585.049988,595.150024,595.150024,16141223
2021-08-30,596.000000,625.000000,590.099976,620.450012,620.450012,39759785
2021-08-31,626.049988,668.099976,625.000000,664.049988,664.049988,59661820
2021-09-01,668.000000,673.299988,654.000000,666.400024,666.400024,30228814
2021-09-02,669.950012,673.750000,664.049988,666.500000,666.500000,18601857
2021-09-03,668.000000,669.599976,654.000000,658.450012,658.450012,7774350
2021-09-06,664.400024,665.750000,653.400024,654.599976,654.599976,10035041
2021-09-07,657.950012,680.500000,648.000000,670.549988,670.549988,27665704
2021-09-08,678.000000,683.799988,665.000000,667.849976,667.849976,20492200
2021-09-09,667.849976,688.200012,667.049988,686.150024,686.150024,19419892
2021-09-13,692.000000,697.000000,685.849976,693.299988,693.299988,19341527
2021-09-14,682.191833,686.805237,676.400574,681.406616,681.406616,11694600
2021-09-15,684.154968,721.405579,683.320679,712.129761,712.129761,56796797
2021-09-16,721.454712,723.417847,702.215881,705.356934,705.356934,45001991
2021-09-17,707.712708,721.209290,707.712708,714.730896,714.730896,26649321
2021-09-20,711.638977,720.178650,707.025574,711.589905,711.589905,14330899
2021-09-21,709.577698,727.098694,708.694275,713.258545,713.258545,14216876
2021-09-22,713.602112,718.559082,710.755554,713.356750,713.356750,16348622
2021-09-23,719.884155,726.460693,709.872131,713.405823,713.405823,26497345
2021-09-24,715.614319,739.122986,714.583679,725.773621,725.773621,72175065
2021-09-27,731.000000,731.900024,718.150024,722.549988,722.549988,11282248
2021-09-28,724.400024,726.799988,686.000000,696.150024,696.150024,21944239
2021-09-29,697.000000,702.000000,689.150024,694.099976,694.099976,16729859
2021-09-30,695.799988,709.799988,686.799988,688.299988,688.299988,13911568
2021-10-01,687.349976,687.349976,667.650024,675.900024,675.900024,14952128
2021-10-04,675.000000,686.200012,669.700012,681.400024,681.400024,8917898
2021-10-05,684.400024,703.450012,680.400024,699.250000,699.250000,25598885
2021-10-06,705.750000,707.950012,688.200012,691.400024,691.400024,10406502
2021-10-07,695.750000,702.200012,691.299988,692.500000,692.500000,8121590
2021-10-08,695.150024,699.549988,688.900024,695.500000,695.500000,6297352
2021-10-11,693.099976,696.049988,685.000000,690.849976,690.849976,8792050
2021-10-12,691.000000,698.400024,684.200012,686.349976,686.349976,8579567
2021-10-13,689.000000,696.799988,683.099976,689.900024,689.900024,7062149
2021-10-14,693.000000,694.000000,681.849976,685.799988,685.799988,9820591
